,#spam with term,#legit with term,IG
ban,1,11,0.00013529426145786339
debra,1,11,0.00013529426145786339
advocate,1,11,0.00013529426145786339
marshall,1,11,0.00013529426145786339
seemingly,1,11,0.00013529426145786339
fail,9,33,0.00012882243768624901
repeat,9,33,0.00012882243768624901
dec,3,24,0.0001263339268771646
meal,3,24,0.0001263339268771646
catalogue,3,24,0.0001263339268771646
economic,3,24,0.0001263339268771646
seek,16,99,0.00012624221462120833
locate,18,73,0.00012622162891035016
attention,28,119,0.0001248240797004918
lie,6,42,0.00012275322850419101
highlight,8,29,0.0001221879603243714
outstand,8,29,0.0001221879603243714
originally,4,30,0.00012209012064129388
expertise,4,30,0.00012209012064129388
handbook,4,30,0.00012209012064129388
of,11,42,0.00012195094670103268
expect,35,152,0.00012128345549256014
distribution,10,65,0.00012108089605772365
rule,28,164,0.00012105401498602175
stumble,2,5,0.0001199371191412113
ri,2,5,0.0001199371191412113
hero,2,5,0.0001199371191412113
dent,2,5,0.0001199371191412113
residential,2,5,0.0001199371191412113
atmosphere,2,5,0.0001199371191412113
corp,2,5,0.0001199371191412113
splits,2,5,0.0001199371191412113
opponent,2,5,0.0001199371191412113
fisher,2,5,0.0001199371191412113
avon,2,5,0.0001199371191412113
simpler,2,5,0.0001199371191412113
willingness,2,5,0.0001199371191412113
adjust,2,5,0.0001199371191412113
lend,2,5,0.0001199371191412113
chamber,2,5,0.0001199371191412113
battle,2,5,0.0001199371191412113
sift,2,5,0.0001199371191412113
eagle,2,5,0.0001199371191412113
printable,2,5,0.0001199371191412113
evening,2,5,0.0001199371191412113
galore,2,5,0.0001199371191412113
kung,2,5,0.0001199371191412113
unnatural,2,5,0.0001199371191412113
garage,2,5,0.0001199371191412113
worthwhile,2,5,0.0001199371191412113
airfare,2,5,0.0001199371191412113
respects,2,5,0.0001199371191412113
concert,2,5,0.0001199371191412113
proportion,2,5,0.0001199371191412113
href,2,5,0.0001199371191412113
happily,2,5,0.0001199371191412113
multitude,2,5,0.0001199371191412113
ap,2,5,0.0001199371191412113
plug,2,5,0.0001199371191412113
irritation,2,5,0.0001199371191412113
inquiry,19,115,0.00011975844352651865
avenue,15,60,0.00011777671479262786
truth,7,25,0.00011599633739117765
microsoft,7,25,0.00011599633739117765
innovative,7,25,0.00011599633739117765
connect,10,38,0.00011431113617493827
url,18,109,0.00011375610186781238
domain,31,134,0.00011317707391184095
long,50,224,0.00011253702045654901
american,40,227,0.00011119073515797329
class,35,153,0.00011091383690881029
match,12,47,0.00011081481808306037
system,79,431,0.00011047123034085837
to,16,65,0.00011002066829490786
taylor,2,17,0.00010994135499098334
recognise,2,17,0.00010994135499098334
moscow,2,17,0.00010994135499098334
administrator,2,17,0.00010994135499098334
induce,2,17,0.00010994135499098334
ce,2,17,0.00010994135499098334
placement,2,17,0.00010994135499098334
sixty,2,17,0.00010994135499098334
gu,2,17,0.00010994135499098334
tree,7,47,0.00010795890546111409
province,5,17,0.00010602640050449974
estimate,5,17,0.00010602640050449974
valley,5,17,0.00010602640050449974
phon,3,9,0.00010538203108284572
soft,3,9,0.00010538203108284572
settlement,3,9,0.00010538203108284572
calendar,3,9,0.00010538203108284572
height,3,9,0.00010538203108284572
tun,3,9,0.00010538203108284572
spectrum,3,9,0.00010538203108284572
optimize,3,9,0.00010538203108284572
plaza,3,9,0.00010538203108284572
bt,3,9,0.00010538203108284572
deeply,3,9,0.00010538203108284572
await,3,9,0.00010538203108284572
copy,78,425,0.00010532855736694602
agree,19,79,0.00010529045497759126
inform,19,79,0.00010529045497759126
phase,4,13,0.00010355986613708179
howard,4,13,0.00010355986613708179
wed,4,13,0.00010355986613708179
float,4,13,0.00010355986613708179
uniform,4,13,0.00010355986613708179
pressure,4,13,0.00010355986613708179
confirmation,4,13,0.00010355986613708179
no,4,13,0.00010355986613708179
int,4,13,0.00010355986613708179
grind,3,23,0.00010248894127962149
royal,3,23,0.00010248894127962149
govern,3,23,0.00010248894127962149
ball,3,23,0.00010248894127962149
script,3,23,0.00010248894127962149
decade,5,35,0.00010199778610842092
older,5,35,0.00010199778610842092
a,28,162,0.00010193363802207811
man,25,107,0.00010188728195398289
involve,34,194,0.00010166690453111693
recognize,9,58,0.00010119277441300589
escape,1,10,0.0001003444264280895
recover,1,10,0.0001003444264280895
strengthen,1,10,0.0001003444264280895
ludwig,1,10,0.0001003444264280895
ry,1,10,0.0001003444264280895
gate,1,10,0.0001003444264280895
resistance,1,10,0.0001003444264280895
talent,1,10,0.0001003444264280895
align,1,10,0.0001003444264280895
fwd,1,10,0.0001003444264280895
turkey,1,10,0.0001003444264280895
boulder,1,10,0.0001003444264280895
campo,1,10,0.0001003444264280895
viz,1,10,0.0001003444264280895
siegel,1,10,0.0001003444264280895
denni,1,10,0.0001003444264280895
confusion,1,10,0.0001003444264280895
rey,1,10,0.0001003444264280895
clinical,1,10,0.0001003444264280895
efficiency,1,10,0.0001003444264280895
pioneer,1,10,0.0001003444264280895
morri,1,10,0.0001003444264280895
sherman,1,10,0.0001003444264280895
munich,1,10,0.0001003444264280895
levy,1,10,0.0001003444264280895
renown,1,10,0.0001003444264280895
budapest,1,10,0.0001003444264280895
forest,1,10,0.0001003444264280895
hull,1,10,0.0001003444264280895
judy,1,10,0.0001003444264280895
cardiff,1,10,0.0001003444264280895
readily,1,10,0.0001003444264280895
lucent,1,10,0.0001003444264280895
lance,1,10,0.0001003444264280895
sight,1,10,0.0001003444264280895
bulgarium,1,10,0.0001003444264280895
rio,1,10,0.0001003444264280895
mel,1,10,0.0001003444264280895
array,1,10,0.0001003444264280895
tue,1,10,0.0001003444264280895
behind,8,30,9.941899894594375e-05
quote,11,69,9.776888131668438e-05
kind,33,188,9.594045959582242e-05
hub,1,2,9.58970525971603e-05
nile,1,2,9.58970525971603e-05
lonely,1,2,9.58970525971603e-05
yate,1,2,9.58970525971603e-05
flag,1,2,9.58970525971603e-05
realistically,1,2,9.58970525971603e-05
provocative,1,2,9.58970525971603e-05
commonplace,1,2,9.58970525971603e-05
others,1,2,9.58970525971603e-05
oo,1,2,9.58970525971603e-05
vida,1,2,9.58970525971603e-05
anxiety,1,2,9.58970525971603e-05
fad,1,2,9.58970525971603e-05
cart,1,2,9.58970525971603e-05
automotive,1,2,9.58970525971603e-05
calif,1,2,9.58970525971603e-05
perth,1,2,9.58970525971603e-05
raquel,1,2,9.58970525971603e-05
henderson,1,2,9.58970525971603e-05
psyche,1,2,9.58970525971603e-05
inspect,1,2,9.58970525971603e-05
yell,1,2,9.58970525971603e-05
mishear,1,2,9.58970525971603e-05
features,1,2,9.58970525971603e-05
turnpike,1,2,9.58970525971603e-05
broadway,1,2,9.58970525971603e-05
circuit,1,2,9.58970525971603e-05
bahium,1,2,9.58970525971603e-05
purposely,1,2,9.58970525971603e-05
favourable,1,2,9.58970525971603e-05
alvin,1,2,9.58970525971603e-05
subcommittee,1,2,9.58970525971603e-05
sacrifice,1,2,9.58970525971603e-05
palm,1,2,9.58970525971603e-05
localize,1,2,9.58970525971603e-05
congratulation,1,2,9.58970525971603e-05
starting,1,2,9.58970525971603e-05
forthnet,1,2,9.58970525971603e-05
suspension,1,2,9.58970525971603e-05
cousin,1,2,9.58970525971603e-05
mis,1,2,9.58970525971603e-05
beforehand,1,2,9.58970525971603e-05
stereo,1,2,9.58970525971603e-05
benchmark,1,2,9.58970525971603e-05
bbs,1,2,9.58970525971603e-05
vic,1,2,9.58970525971603e-05
barron,1,2,9.58970525971603e-05
alba,1,2,9.58970525971603e-05
feasibility,1,2,9.58970525971603e-05
lieberman,1,2,9.58970525971603e-05
stroll,1,2,9.58970525971603e-05
hyde,1,2,9.58970525971603e-05
nell,1,2,9.58970525971603e-05
dt,1,2,9.58970525971603e-05
nadium,1,2,9.58970525971603e-05
ferret,1,2,9.58970525971603e-05
hesitation,1,2,9.58970525971603e-05
castro,1,2,9.58970525971603e-05
eclectic,1,2,9.58970525971603e-05
clerical,1,2,9.58970525971603e-05
cuckoo,1,2,9.58970525971603e-05
nickname,1,2,9.58970525971603e-05
aka,1,2,9.58970525971603e-05
oscar,1,2,9.58970525971603e-05
baffle,1,2,9.58970525971603e-05
shrink,1,2,9.58970525971603e-05
marvin,1,2,9.58970525971603e-05
martine,1,2,9.58970525971603e-05
pump,1,2,9.58970525971603e-05
boulevard,1,2,9.58970525971603e-05
chris,1,2,9.58970525971603e-05
nerd,1,2,9.58970525971603e-05
abc,1,2,9.58970525971603e-05
wooden,1,2,9.58970525971603e-05
salem,1,2,9.58970525971603e-05
efficacy,1,2,9.58970525971603e-05
leung,1,2,9.58970525971603e-05
qy,1,2,9.58970525971603e-05
riches,1,2,9.58970525971603e-05
ingredient,1,2,9.58970525971603e-05
putt,1,2,9.58970525971603e-05
depression,1,2,9.58970525971603e-05
zoo,1,2,9.58970525971603e-05
tamara,1,2,9.58970525971603e-05
doom,1,2,9.58970525971603e-05
lens,1,2,9.58970525971603e-05
rb,1,2,9.58970525971603e-05
indonesia,1,2,9.58970525971603e-05
consensual,1,2,9.58970525971603e-05
sdn,1,2,9.58970525971603e-05
filing,1,2,9.58970525971603e-05
upside,1,2,9.58970525971603e-05
ds,1,2,9.58970525971603e-05
prepayment,1,2,9.58970525971603e-05
overdue,1,2,9.58970525971603e-05
violet,1,2,9.58970525971603e-05
utopium,1,2,9.58970525971603e-05
conceivable,1,2,9.58970525971603e-05
plymouth,1,2,9.58970525971603e-05
relieve,1,2,9.58970525971603e-05
xt,1,2,9.58970525971603e-05
jefferson,1,2,9.58970525971603e-05
supermarket,1,2,9.58970525971603e-05
goodbye,1,2,9.58970525971603e-05
api,1,2,9.58970525971603e-05
energetic,1,2,9.58970525971603e-05
termination,1,2,9.58970525971603e-05
apiece,1,2,9.58970525971603e-05
thief,1,2,9.58970525971603e-05
capitalization,1,2,9.58970525971603e-05
wizard,1,2,9.58970525971603e-05
tally,1,2,9.58970525971603e-05
unjustify,1,2,9.58970525971603e-05
dbe,1,2,9.58970525971603e-05
beef,1,2,9.58970525971603e-05
intranet,1,2,9.58970525971603e-05
curl,1,2,9.58970525971603e-05
freebie,1,2,9.58970525971603e-05
thou,1,2,9.58970525971603e-05
states,1,2,9.58970525971603e-05
obscene,1,2,9.58970525971603e-05
fountain,1,2,9.58970525971603e-05
visibility,1,2,9.58970525971603e-05
jimmy,1,2,9.58970525971603e-05
bk,1,2,9.58970525971603e-05
thoughtful,1,2,9.58970525971603e-05
suspicious,1,2,9.58970525971603e-05
favorable,1,2,9.58970525971603e-05
pam,1,2,9.58970525971603e-05
idaho,1,2,9.58970525971603e-05
npr,1,2,9.58970525971603e-05
exe,1,2,9.58970525971603e-05
typographic,1,2,9.58970525971603e-05
lite,1,2,9.58970525971603e-05
legitimacy,1,2,9.58970525971603e-05
commemorative,1,2,9.58970525971603e-05
baggage,1,2,9.58970525971603e-05
hubbard,1,2,9.58970525971603e-05
terrible,1,2,9.58970525971603e-05
cargo,1,2,9.58970525971603e-05
therapy,1,2,9.58970525971603e-05
creator,1,2,9.58970525971603e-05
appraisal,1,2,9.58970525971603e-05
validate,1,2,9.58970525971603e-05
lad,1,2,9.58970525971603e-05
accumulation,1,2,9.58970525971603e-05
delve,1,2,9.58970525971603e-05
slim,1,2,9.58970525971603e-05
indispensable,1,2,9.58970525971603e-05
deck,1,2,9.58970525971603e-05
prevention,1,2,9.58970525971603e-05
rotate,1,2,9.58970525971603e-05
dirty,1,2,9.58970525971603e-05
declaration,1,2,9.58970525971603e-05
foothill,1,2,9.58970525971603e-05
huh,1,2,9.58970525971603e-05
factors,1,2,9.58970525971603e-05
republica,1,2,9.58970525971603e-05
pet,1,2,9.58970525971603e-05
slice,1,2,9.58970525971603e-05
icl,1,2,9.58970525971603e-05
examiner,1,2,9.58970525971603e-05
corruption,1,2,9.58970525971603e-05
patel,1,2,9.58970525971603e-05
ewan,1,2,9.58970525971603e-05
restoration,1,2,9.58970525971603e-05
couch,1,2,9.58970525971603e-05
petition,1,2,9.58970525971603e-05
algo,1,2,9.58970525971603e-05
foyer,1,2,9.58970525971603e-05
stimulation,1,2,9.58970525971603e-05
tae,1,2,9.58970525971603e-05
olson,1,2,9.58970525971603e-05
picker,1,2,9.58970525971603e-05
courage,1,2,9.58970525971603e-05
examples,1,2,9.58970525971603e-05
raffle,1,2,9.58970525971603e-05
rude,1,2,9.58970525971603e-05
yeman,1,2,9.58970525971603e-05
aforemention,1,2,9.58970525971603e-05
tp,1,2,9.58970525971603e-05
esoteric,1,2,9.58970525971603e-05
tele,1,2,9.58970525971603e-05
caron,1,2,9.58970525971603e-05
vertically,1,2,9.58970525971603e-05
cute,1,2,9.58970525971603e-05
vegetable,1,2,9.58970525971603e-05
orbit,1,2,9.58970525971603e-05
frighten,1,2,9.58970525971603e-05
thee,1,2,9.58970525971603e-05
galaxy,1,2,9.58970525971603e-05
hike,1,2,9.58970525971603e-05
salad,1,2,9.58970525971603e-05
passport,1,2,9.58970525971603e-05
oman,1,2,9.58970525971603e-05
novell,1,2,9.58970525971603e-05
aime,1,2,9.58970525971603e-05
jingle,1,2,9.58970525971603e-05
karma,1,2,9.58970525971603e-05
req,1,2,9.58970525971603e-05
printout,1,2,9.58970525971603e-05
bryan,1,2,9.58970525971603e-05
gut,1,2,9.58970525971603e-05
cache,1,2,9.58970525971603e-05
tional,1,2,9.58970525971603e-05
purity,1,2,9.58970525971603e-05
murder,1,2,9.58970525971603e-05
bingo,1,2,9.58970525971603e-05
sel,1,2,9.58970525971603e-05
employe,1,2,9.58970525971603e-05
ware,1,2,9.58970525971603e-05
om,1,2,9.58970525971603e-05
part,65,356,9.579198551651347e-05
overview,16,66,9.534852051928944e-05
usually,16,66,9.534852051928944e-05
due,34,193,9.337088038158248e-05
talk,41,230,9.315160923528687e-05
reasonable,7,26,9.225253772765507e-05
determine,16,96,9.0542283873285e-05
bring,44,198,9.034274913122253e-05
information,191,921,8.848872488609327e-05
neither,6,40,8.75490716130134e-05
contain,51,232,8.698380662830463e-05
operator,6,22,8.538024485738038e-05
body,11,68,8.482747590204953e-05
finding,5,34,8.396055104509248e-05
anderson,5,34,8.396055104509248e-05
floor,5,34,8.396055104509248e-05
morgan,2,16,8.395788955556371e-05
complicate,2,16,8.395788955556371e-05
port,2,16,8.395788955556371e-05
nine,2,16,8.395788955556371e-05
closer,2,16,8.395788955556371e-05
eugene,2,16,8.395788955556371e-05
individually,2,16,8.395788955556371e-05
engage,4,28,8.136235090538957e-05
coverage,4,28,8.136235090538957e-05
accurate,3,22,8.060341387683412e-05
beth,3,22,8.060341387683412e-05
pan,3,22,8.060341387683412e-05
reminder,3,22,8.060341387683412e-05
comparable,5,18,7.8969301273768e-05
associate,29,128,7.882490759031358e-05
nj,10,40,7.770773097615091e-05
park,17,72,7.696717756522364e-05
directly,35,157,7.437101662194356e-05
series,20,116,7.384508677649171e-05
judgement,4,14,7.336836179749895e-05
fear,4,14,7.336836179749895e-05
drink,4,14,7.336836179749895e-05
details,4,14,7.336836179749895e-05
ex,4,14,7.336836179749895e-05
sound,36,162,7.25273602549259e-05
hop,7,27,7.167573204919231e-05
strength,7,27,7.167573204919231e-05
clear,21,121,7.058323431818891e-05
stud,2,6,7.013327508875733e-05
everywhere,2,6,7.013327508875733e-05
nail,2,6,7.013327508875733e-05
costs,2,6,7.013327508875733e-05
carr,2,6,7.013327508875733e-05
adhere,2,6,7.013327508875733e-05
peak,2,6,7.013327508875733e-05
reputation,2,6,7.013327508875733e-05
fish,2,6,7.013327508875733e-05
slash,2,6,7.013327508875733e-05
tn,2,6,7.013327508875733e-05
were,2,6,7.013327508875733e-05
shut,2,6,7.013327508875733e-05
mccormick,2,6,7.013327508875733e-05
rocky,2,6,7.013327508875733e-05
overhead,2,6,7.013327508875733e-05
miamus,2,6,7.013327508875733e-05
cheryl,2,6,7.013327508875733e-05
guilty,2,6,7.013327508875733e-05
peripheral,2,6,7.013327508875733e-05
mate,2,6,7.013327508875733e-05
remittance,2,6,7.013327508875733e-05
speculative,2,6,7.013327508875733e-05
tucson,2,6,7.013327508875733e-05
debit,2,6,7.013327508875733e-05
dalla,2,6,7.013327508875733e-05
app,2,6,7.013327508875733e-05
fernandez,2,6,7.013327508875733e-05
compiler,2,6,7.013327508875733e-05
cheaper,2,6,7.013327508875733e-05
index,29,129,6.985426064637368e-05
greater,9,36,6.979294997772056e-05
assembly,3,10,6.944545059672791e-05
useless,3,10,6.944545059672791e-05
pie,3,10,6.944545059672791e-05
competitive,3,10,6.944545059672791e-05
watt,3,10,6.944545059672791e-05
randy,3,10,6.944545059672791e-05
obscure,3,10,6.944545059672791e-05
tap,3,10,6.944545059672791e-05
gun,1,9,6.893403132712805e-05
legible,1,9,6.893403132712805e-05
egg,1,9,6.893403132712805e-05
tackle,1,9,6.893403132712805e-05
mini,1,9,6.893403132712805e-05
warm,1,9,6.893403132712805e-05
swiss,1,9,6.893403132712805e-05
politically,1,9,6.893403132712805e-05
ko,1,9,6.893403132712805e-05
arrest,1,9,6.893403132712805e-05
menu,1,9,6.893403132712805e-05
bookstore,1,9,6.893403132712805e-05
stone,1,9,6.893403132712805e-05
digitize,1,9,6.893403132712805e-05
rome,1,9,6.893403132712805e-05
surcharge,1,9,6.893403132712805e-05
lus,1,9,6.893403132712805e-05
scan,1,9,6.893403132712805e-05
bro,1,9,6.893403132712805e-05
xx,1,9,6.893403132712805e-05
commence,1,9,6.893403132712805e-05
thirteen,1,9,6.893403132712805e-05
everett,1,9,6.893403132712805e-05
mpg,1,9,6.893403132712805e-05
hus,1,9,6.893403132712805e-05
signer,1,9,6.893403132712805e-05
dismiss,1,9,6.893403132712805e-05
rosa,1,9,6.893403132712805e-05
questionnaire,1,9,6.893403132712805e-05
geographic,1,9,6.893403132712805e-05
tease,1,9,6.893403132712805e-05
encompass,1,9,6.893403132712805e-05
hockey,1,9,6.893403132712805e-05
constant,1,9,6.893403132712805e-05
lincoln,1,9,6.893403132712805e-05
question,98,464,6.872400763374698e-05
extensive,8,50,6.813775651753895e-05
assist,10,61,6.698208800426375e-05
idea,36,200,6.682398322649385e-05
mine,14,59,6.656663382548222e-05
guideline,14,59,6.656663382548222e-05
operation,12,50,6.411366558417564e-05
yield,6,23,6.406689964721934e-05
christopher,6,23,6.406689964721934e-05
physical,4,27,6.356357456716033e-05
forthcome,4,27,6.356357456716033e-05
simultaneously,4,27,6.356357456716033e-05
preparation,4,27,6.356357456716033e-05
favor,4,27,6.356357456716033e-05
expand,7,44,6.274577654707958e-05
problem,58,314,6.246113495494976e-05
proper,9,55,6.130005814608541e-05
publicity,3,21,6.0845879761739496e-05
carl,3,21,6.0845879761739496e-05
dos,3,21,6.0845879761739496e-05
inventory,3,21,6.0845879761739496e-05
presently,2,15,6.067766801570729e-05
fu,2,15,6.067766801570729e-05
invent,2,15,6.067766801570729e-05
